"w-full href","object-cover src","mx-auto src","uppercase","clamp-4","text-white"
"https://enigmalabs.io/library/2ec69874-2b2e-4f57-b217-75a9e73f5211","https://static.enigmalabs.io/library/2ec69874-2b2e-4f57-b217-75a9e73f5211/a636aa21-32b0-4d7d-8296-b6f0b4b92fdf.jpeg","about:blank","Mount Rainier, Washington, June 24, 1947 (Kenneth Arnold Sighting)","On June 24, 1947 private pilot Kenneth Arnold claimed that he saw a string of nine, shiny UAPs flying past Mount Rainier at speeds that Arnold estimated at a minimum of 1,200 miles an hour. Arnold told reporters about the “flying objects,” and described their movements like “like a saucer if you skip it across the water.” This is where the term flying saucers is believed to have originated. Arnold described that he saw a bright light—just a flash with a blue-ish tinge. At first, he thought the light must have been coming from another plane, but when he looked around all he could see was a DC-4. The lights continued with nine flashes in rapid succession. Arnold estimated the time it took the objects to travel between Mount Rainier and Mount Adams, a distance of about 50 miles was just 1 minute and 42 seconds. By Arnold’s calculations, this meant that the UAPs were traveling about three times faster than any aircraft was capable of at the time.
Local eyewitness testimonies corroborated Arnold’s story. One example was when The Portland Oregon Journal reported receiving a letter from a L. G. Bernier of Richland, Washington. Bernier said he saw three of the strange objects over Richland flying toward Mount Rainier about 30 minutes before Arnold’s sighting.
As numerous other sightings came in around the area around the same time of Arnold’s alleged incident, the military began to look into it. Military intelligence found a member of the Washington State forest service that reported seeing ""flashes"" at 3:00 p.m. over Mount Rainier, which was exactly the same time as Arnold's sighting. Also at 3:00 p.m., Sidney B. Gallagher in Washington state reported seeing nine shiny “discs” flash by.
Ten days after Arnold’s sighting, a United Airlines crew over Idaho on a trip to Seattle spotted five to nine flying disc UAPs that paced the plane for 15 minutes before suddenly disappearing.
Some skeptics believed Arnold saw jet planes, while others, like noted UAP skeptic Philip J. Klass, cited an article by Keay Davidson of the San Francisco Examiner that argued that Arnold might have misidentified meteors. Harvard astronomer and UAP debunker Donald Menzel suggested that Arnold had seen clouds of snow blown from the mountains south of Mount Rainier, wave clouds, and Arnold had merely seen spots of water on his airplane's windows.
Although Arnold was seen as a credible witness by reporters and the military officials that interviewed him, the Army Air Force's formal public conclusion was that the objects of Arnold’s sighting were due to a mirage.
The U.S. Air Force began an investigation of these reports called Operation Sign. Project Sign was succeeded in 1949 by Project Grudge, which in 1952 became Project Blue Book, the longest running of the U.S. government’s official inquiries into UAPs. This was one of the first post-World War II sightings in the United States to garner nationwide news coverage and it is often credited as being the first of the modern era of UAP sightings. However, UAP sightings were being reported throughout the U.S. at the time.","SIGHTING"
"https://enigmalabs.io/library/319102b0-9f3b-4387-a145-b763ef0d886a","https://static.enigmalabs.io/library/319102b0-9f3b-4387-a145-b763ef0d886a/fcc4f481-a341-4430-b1cc-9a0cf57c8bb4.png","about:blank","Trans-en-Provence, France, January 8, 1981","On January 8th, 1981, just outside of th elands of Trans-en-Provence, France, Farmer Renato Nicolaï heard a strange whistling sound while working on his property. He allegedly saw a lead-colored saucer-shaped object that had the shape of two saucers– one inverted on top of the other. He said he also saw under the UAP, two propulsion pieces to help lift it off like feet and two trapdoors. He claimed the object took off almost immediately, and flew above the treeline and left burn marks on the ground where it had supposedly sat. He told his wife of the incident when she returned home that evening. When she thought he was joking, he showed her where the UAP allegedly left marks in the ground. The next day, he told his neighbors who urged him to contact local authorities. 

He notified the local gendarmerie (France’s national police) of the event the next day. The gendarmerie proceeded to interview Nicolaï, photograph the area, and collect soil and plant samples from the field.
Nicolaï’s first thoughts on the UAP was that it was an experimental military device since he was within close proximity to the Canjuers military base. Police ruled this out, as there were no reported military flights at the time.","SIGHTING"
"https://enigmalabs.io/library/570cfc82-2ea5-476e-b40a-fb0526394999","https://lh4.googleusercontent.com/h3kWVLDIGCZkTAV7TRY1jx5iicTMpbNqaeF93lvyEnCnqspu3Szci2_sQ1ekXLoxw-1DYbHbFKEb0HPDplv1iZxfVSzzv44fyWCPy_DayCy6SRzQK_Mg0icJ6zKZD_V-9CmkGcSw8jx0IdJiLL7qUcM","about:blank","Roswell, New Mexico, July 7, 1947","On a day in late June or early July, 1947, W.W. “Mac” Brazel, a sheep and cattle rancher, and his eight-year-old son, Vernon, were minding sheep on their grazing lands near Corona, New Mexico, roughly 75 miles northwest of Roswell, when they discovered debris that appeared to consist of paper, rubber, wood and a lightweight metallic material.
On the morning of July 7, Brazel drove into Roswell for business. While in the city, he informed the local sheriff, George Wilcox, of the debris he had found. Wilcox placed a call to the Roswell Army Air Field (AAF). Major Jesse Marcel, an intelligence officer and member of the 509th Bomb Group of the US Army Air Force, and perhaps one other officer then accompanied Brazel to the debris site. Marcel left Brazel property with the debris in his vehicle and returned to Roswell Army Air Field.
Marcel reported the recovery of the debris to the base commander, Colonel William Blanchard. The base’s duty press officer, First Lieutenant Walter Haut, then wrote up a press release⁷, describing the debris as the remains of a “flying object,” or “flying disc,” that “landed” on Brazel’s land. Blanchard approved the release.
A local radio station, KSWS, was the first to announce the press release, and on the following day, July 8, the Roswell Daily Record printed a front page story under the headline “RAAF Captures Flying Saucer On Ranch in Roswell Region.” The Roswell Daily Record story could provide no no detail on the “saucer,” but implied a connection to a July 2 UAP sighting over Roswell by “Mr. and Mrs. Dan Wilmont.”
Additionally, an Associated Press version of the story, closely hewing to Haut’s press release, ran in The Chicago Daily News, The Rapid City Journal, the Sacramento Bee, the Los Angeles Herald Express, the San Francisco Examiner and other AP affiliated news outlets.
While the “flying disc” headlines were hitting newsstands, Marcel boarded a Boeing B-29 from Roswell AAF with the debris, headed for Wright and Patterson Army Air Fields in Ohio¹⁰, home of Air Materiel Command, the Army Air Force’s intelligence division. However, the plane instead landed at the Army Air Field outside of Fort Worth, Texas, where Brigadier General Roger Ramey and Warrant Officer Irving Newton inspected the material.
According to Ramey, the debris was the remains of a downed high-altitude weather balloon and a crushed “rawin target,” a device that measures wind velocity.
Ramey invited the press to view and take pictures of the debris and that evening he went on local radio to discuss his determination that the wreckage had an earthly origin.
In 1995 and 1997, after years of dismissing extraterrestrial claims, the U.S. Government through the U.S. Air Force responded with two investigative reports. Roswell was a coverup, the Air Force said, but the coverup of a Cold War spy balloon program. The stories of recovered bodies conflated aliens with parachute test dummies and actual soldiers injured and killed in a pair of aerial accidents, the Air Force said.
By some measure, the Air Force’s investigative reports were successful in settling the controversy around Roswell. For many, over time, some version of events offered by the U.S. Air Force supplanted the extraterrestrial hypothesis as a more likely explanation of the Roswell crash. In fact, some of the prominent UAP researchers who had advanced the narrative of bodies, wreckage and conspiracy have since recanted or substantially downgraded their claims. For the public, however, Roswell remains synonymous with aliens and conspiracy.","SIGHTING"
"https://enigmalabs.io/library/6524619c-43f9-4577-8606-6637da744532","https://static.enigmalabs.io/library/6524619c-43f9-4577-8606-6637da744532/80cf1a18-10f4-4c64-88b6-2ec07a1a9263.jpeg","about:blank","Hudson Valley, New York, 1983-1986","UAP sightings were reported by hundreds of people in upstate New York and Connecticut between 1983 and 1986. Nicknamed the ""Westchester Boomerang,” the UAP was described by most witnesses as a huge, hovering V-shaped series of flashing lights connected by a dark craft.
On March 24, 1983, a retired police officer observed a group of strange red, green, and white lights forming a V-shape off to the south, which at first he thought was an aircraft in trouble. The UAP moved slowly and a humming sound could be heard in the distance.
Ed Burns, a computer engineer at IBM, was driving home on the Taconic Parkway and had a similar sighting. “I’m not into astronomy… but what I had witnessed that night was not from this planet,” Burns said.
Dennis Sant, a former local government employee, had his sighting in Brewster, New York on March 17, 1983. “It was a very large object. The structure of it was very dark gray, metallic, almost girder-type looking… The object seemed to be very silent. The lights were iridescent, bright, they stood out in the sky and three-dimension. It looked like a city of lights. It just hung in the sky, all brilliant colors… We followed the object around to the backyard. And at that point, a feeling of fright came upon me. Thoughts started to flood my mind, thoughts of the craft touching ground, thoughts of an encounter with an alien being. Thoughts of being abducted. All types of fearful thoughts started to enter into my mind.”
These eyewitness testimonials were part of a group of sightings which allegedly continued in the Hudson Valley area for years after. On March 26, 1983, a front-page story in the Westchester-Rockland Daily Item ran the headline: HUNDREDS CLAIM TO HAVE SEEN UFO. The article got the attention of a group of UAP researchers in the area associated with Dr. J. Allen Hynek, a scientific consultant on UAP for the U.S. Air Force. The group started a hotline and received over 300 calls from people that had seen the UAP on the night of March 24. One witness cited in the book “Night Siege,” co-authored by Hynek, said “If there is such a thing as a flying city, this was a flying city."" The object was seen in nearby Yorktown that evening where the police switchboard became jammed with reports all night long.
Another report Hynek’s group received was of a UAP the size of multiple football fields hovering over Indian Point Nuclear Plant. A guard at the power plant described it as being the length of three football fields. Another sighting took place at the Croton Falls Reservoir where allegedly the UAP used a red beam to scan the surface. The research group estimated that over 5,000 people had seen the object from 1982 through 1986 from the Hudson Valley and as far north as Brookfield, Connecticut. Some accounts noted the UAP moving at fast speeds and being able to disappear, and others speculated there could have been multiple crafts.
The mystery of the Hudson Valley remains unsolved.","SIGHTING"
"https://enigmalabs.io/library/ad386be0-57b4-4b18-8757-73d61b2dc1c3","https://static.enigmalabs.io/library/ad386be0-57b4-4b18-8757-73d61b2dc1c3/21504f61-a66d-456b-8433-4c7218e12aec.png","about:blank","Stadio Artemio Franchi Stadium, Tuscany, Italy, October 27, 1954","One of the biggest UAP sightings in Italian history took place during a soccer match in Tuscany in front of 10,000 people at Stadio Artemio Franchi in 1954. As soccer club Fiorentina played its rivals, a disturbance in the sky halted the game. A large, oblong-shaped object hovered over the stadium and stopped in the sky above the playing surface of the stadium. Silvery filaments allegedly descended from the UAP, and the sky lit up with mysterious glowing and random flashes. This took place for an hour and a half.
""I remember everything from A to Z,” Italian soccer player Ardico Magnini told BBC. ""It was something that looked like an egg that was moving slowly, slowly, slowly. Everyone was looking up and also there was some glitter coming down from the sky, silver glitter. We were astonished we had never seen anything like it before. We were absolutely shocked.""
Italy’s leading skeptic organization CICAP’s investigation found that the Italian air force was carrying out exercises on that day. They were using chaff, which is a radar countermeasure that involves dropping flares from aircraft. Others suggested the web-like material was from migrating spiders that traveled by wind. The president of Italy's National UFO Centre Roberto Pinotti claims this hypothesis is “pure nonsense.”","SIGHTING"
"https://enigmalabs.io/library/dd644338-b5d7-45a8-995a-b72fa4be68d1","https://static.enigmalabs.io/library/dd644338-b5d7-45a8-995a-b72fa4be68d1/177e0dd9-78cc-4e36-87a2-5583dc77b09c.jpeg","about:blank","Malmstrom Air Force Base, Montana, March, 1967","On the morning March 16, 1967, a security guard at a U.S. nuclear missile installation in central Montana reported seeing unidentified flying objects, one of which passed over the launch facilities, or silos, on Malmstrom Air Force Base. A short time later, the deputy commander of the Missile Combat Crew was briefing his superior officer when the alarm horn sounded. Over the next half-minute, all ten of their missiles reported a “No-Go” condition. One by one across the board, each missile had become inoperable.
Lt. Robert Salas, a member of the missile crews, said that the security guard first reported seeing “strange lights in the sky.” Ten minutes later Salas received another call. “This time he was clearly frightened, extremely frightened,” Salas later recalled to a reporter. “He was looking right at the thing, a glowing red object, oval-shaped and about some forty feet in diameter and it was hovering over the gate.”
A week later, on March 23, the Billings Gazette reported several persons had seen unidentified flying objects over nearby Great Falls and other nearby towns on the night of March 22. “Malmstrom AFB officials said nothing was spotted on base radar and it did not have any planes in the air,” the story concluded.
The report piqued local interest. Three years before, a group of children reported a glowing white egg-shaped flying object landed near Helena, a two hour drive south of Malmstrom. The Air Force concluded that the story was a hoax, while parents of the children insisted they believed it.
In 2001, researcher John Greenewald obtained five quarterly histories of the 341st Strategic Missile Wing, under the Freedom of Information Act. The reports documented the unit’s activities from January 1, 1967 to March 30, 1968, including the response to what was dubbed “the Echo flight incident.”
They revealed that Strategic Air Command headquarters had immediately ordered “a complete engineering analysis of this problem. ”⁵ A technical team determined that loss of strategic alert occurred in an extremely short period of time, “estimated to be between 10 to 40 seconds.”⁶ But the investigators “were unable to determine a logical cause for the incident.”
“Rumors of Unidentified Flying Objects (UFO) around the area of Echo Flight during the time of fault were disproven,” according to the history. The base personnel who were questioned reported that “no unusual activities or sightings were observed.” The 801st Radar Squadron, a","SIGHTING"
"https://enigmalabs.io/library/cbebd9ab-9279-43fa-9f20-6830f0113c1d","https://static.enigmalabs.io/library/cbebd9ab-9279-43fa-9f20-6830f0113c1d/b275bea9-72b0-47fb-be10-6eabb860a9a6.jpeg","about:blank","Ellsworth Air Force Base, Rapid City, South Dakota, August, 1953","On the evening of August 5, 1953, several military and civilian witnesses reportedly observed what was described as “an unusual red object” seen moving over Rapid City, South Dakota. An initial call was received by the Air Defense Command radar station at Ellsworth Air Force Base from the local area Ground Observer Corps filter center shortly after dark, which detailed a sighting of the object from an observer near Black Hawk, South Dakota. According to the account, a woman approximately 10 miles west of the base had described seeing “an extremely bright light low on the horizon” visible to the northeast.
The object, according to one initial witness report, “would remain stationary, then hop up several degrees very quickly – almost instantaneously – stop, move to the left and then swerve down in sort of a slanting motion,” thereafter repeating this sequence of movements. Radar operators at Ellsworth had been engaged in a training operation involving an F-84 Thunderjet turbojet fighter flying west of the base at that time the base received the call. The object was observed for several minutes on radar by the warrant officer serving as the duty controller. He said it appeared to be moving slowly at an altitude of approximately 16,000 feet. As the duty controller watched the target moving on his scope toward the southwest, nearby base personnel were ordered to go outside and attempt to obtain a visual on the object. The observers soon reported back that they had spotted “a large bluish-white light” moving in the direction of Rapid City, following a wide circular path over the city before returning to its initial position when first detected on radar.
Following the primary observations of the UAP over Rapid City, the warrant officer contacted the F-84 Thunderjet pilot, who was still on combat air patrol to the west of Ellsworth Air Force Base, advising him that he would be vectored toward the object in an attempted intercept. After a moment, the pilot communicated back to base that he could now see the light ahead in the distance. Closing to within three miles of the object, the UAP suddenly began to move away from the F-84, which the pilot, as well as the radar operator and visual observers back at Ellsworth Air Force Base, all observed simultaneously. Still at 16,000 feet, the UAP began to ascend and accelerate as it veered to the north with the F-84 in pursuit. As the pilot pursued the object, he communicated back to Ellsworth that the object appeared to suddenly brighten at intervals. Each time he would close to within approximately three miles, the craft would “automatically pick up speed and pull away,” as if the source of propulsion that moved the object were directly linked to a form of radar warning system aboard the UAP. The F-84 pilot continued to pursue the object for 120 miles on its northbound course away from Ellsworth, with it continually outpacing the fighter jet. Finally, running low on fuel, the pilot was forced to return to base.
Within minutes, a second F-84 was taking off in pursuit of the object, with the pilot quickly obtaining a visual of the UAP and closing toward it. The object began to ascend and moved in a northeasterly direction. As the pilot attempted to climb to the object’s altitude, it maneuvered below him, and resumed its characteristic accelerations each time the pilot approached within three miles of the craft. While pursuing the UAP, the second pilot attempted to discern whether the light could be a reflection caused by lights from his own aircraft, or possibly a celestial object. However, the object indeed appeared to be an airborne light, the source of which remained indiscernible from the pilot’s vantage. The pilot was also successful in detecting the object on his radar. When later interviewed by Project Blue Book Chief Edward Ruppelt, the pilot said that after pursuing the UAP for a period, he became frightened and requested that the controller allow him to abort the intercept. This time, the object did not follow the second pilot back to base and was last observed departing in the direction of Fargo, North Dakota.
Ruppelt said the radar controller had “left the impression he was trying to prove the existence of an unidentified flying object,” noting that the lack of photos depicting the object on the radar scope had been “unfortunate,” although adding that “he saw targets on the scope, there is no doubt about it, but whether they acted exactly as he stated is unknown.” Ruppelt’s general conclusion was that the incident, pending further study, remained unexplained.","SIGHTING"
"https://enigmalabs.io/library/8f69401d-14d4-47cb-9af4-f159ed3e37dd","https://static.enigmalabs.io/library/8f69401d-14d4-47cb-9af4-f159ed3e37dd/3f355c40-fbb4-431c-8685-7f04513ecca7.jpeg","about:blank","Calvine, Scotland, August 4, 1990","The Calvine sighting refers to a UK case in 1990, when two alleged hikers photographed a diamond-shaped flying object in the Scottish hamlet of Calvine, Scotland. 

The unidentified aerial phenomena (UAP) / object was flanked by what is claimed to be Harrier military jets, at the time operated by the militaries of the UK and United States.
The case first came to prominence following an account by former UK Ministry of Defence (MoD) employee Nick Pope, who described seeing a first generational printed image of the Calvine UAP at the Secretariat (Air Staff).
Although there are thought to be six photographs, the one that has caught public attention was initially released as a photocopy of a tracing (and shows two Harriers beside the UAP); it has been described as “the most spectacular UFO photo ever sent to the Ministry of Defence”¹
Following more than three decades, within which a number of UK military files and other materials (including an artistic recreation) were released, in August, 2022, a clear print of one of the original Calvine photographs was released to the public via Dr David Clarke, a lecturer at Sheffield Hallam University.","SIGHTING"
"https://enigmalabs.io/library/e416bc26-8bda-4cbf-9ecc-dd1927cb6686","https://static.enigmalabs.io/library/e416bc26-8bda-4cbf-9ecc-dd1927cb6686/926917e5-a777-4967-a2b3-5946a78bba3e.png","about:blank","Rendlesham Forest, Suffolk, England, December, 1980","Early in the morning of December 26, 1980, U.S Air Force personnel stationed in Suffolk, England reported seeing unusual flashing colored lights descending on Rendlesham Forest, a wooded area near their base. Three airmen–John Burroughs, Jim Penniston, and Edward Cabansag–pursued the lights, while reporting by radio to nearby master sergeant, J.D. Chandler, and to their shift commander, Pat Buran. Penniston reported chasing a “mechanical object” with flashing lights. Burroughs saw movement in the trees but couldn’t discern the cause. Cabansag said they searched for more than an hour and concluded the lights they saw came from “beacon” on a nearby lighthouse. The following evening, December 28, 1980, responding to another report of unusual lights, Col. Charles Halt, deputy commander of the base, went to the scene of the incident with two officers, one of whom brought a Geiger counter to detect unusual radiation levels. As the men inspected the area, Halt dictated his observations onto a portable recording device.
“We’re seeing strange lights in the sky,” Halt said, as the men tramped the woods. “We’re at the far side of the farmer’s...the second farmer’s field and made sightings again about 110 degrees. This looks like it’s clear off to the coast. It’s right on the horizon. Moves about a bit and flashes from time to time. Still steady or red in color.”³ Skeptics later noted that the Orfordness lighthouse was visible further to the east in the same line of sight.
Two weeks later, on January 13, 1981, Halt reported the incidents to the British Ministry of Defence (MoD) in a memo entitled “Unexplained Lights.”⁵ The three airmen who investigated, he stated in a one page memo, “reported seeing a strange glowing object in the forest. The object was described as being metallic in appearance and triangular in shape, approximately two to three meters across the base and approximately two meters high. “Illuminating the entire forest with a white light,” Halt went on, “the object itself had a pulsing red light on top and a bank(s) of blue lights underneath. …..As the patrolmen approached the object, it maneuvered through the trees and disappeared. At this time the animals on a nearby farm went into a frenzy.”
Halt’s memo was based, in part, on a drawing that Burroughs made in his statement about the incident.
The next day “three depressions 1.5 inches deep and 7 inches in diameter were found where the object had been sighted on the ground,” Halt said. His Geiger counter, he said, recorded “beta/gamma readings of 0.1 milliroentgens … in the three depressions and near the center of the triangle formed by the depressions.” Nearby, trees had a “moderate” radiation level, he said. The significance of these findings is disputed by radiation detection experts.
That evening, when Halt and aides ventured out with the Geiger counter, he saw a red pulsing light on the horizon. Then “three star-like objects were noticed in the sky, two objects to the north and one to the south, all of which were about 10 degrees off the horizon. The objects moved rapidly in sharp, angular movements and displayed red, green and blue lights. The objects to the north appeared to be elliptical through an 8-12 power lens. They then turned to full circles. The objects to the north remained in the sky for an hour or more. The object to the south was visible for two or three hours and beamed down a stream of light from time to time.”
After receiving Halt’s memo, the Ministry of Defence decided not to investigate further. “We believe that the fact that Col. Halt did not report these occurrences to MoD for almost two weeks after the event, together with the relatively low-key manner in which he handled the matter, are indicative of the degree of importance in defence terms which should be attached to the incident,” said a 1985 briefing paper for senior government officials, which was not made public until 2008.","SIGHTING"
"https://enigmalabs.io/library/ca7fafd2-c59e-4b29-a1ec-5dbb92d02fd8","https://static.enigmalabs.io/library/ca7fafd2-c59e-4b29-a1ec-5dbb92d02fd8/85a15b25-54c2-48a7-b45b-64c583a746a8.jpeg","about:blank","Washington, D.C., July, 1952","At 11:40 p.m. on Saturday, July 19, 1952, an air traffic controller at Washington National Airport spotted seven objects on his radar. The objects were located 15 miles (24 km) south-southwest of the city. No known aircraft were in the area, and the objects were not following any established flight paths. One of the senior traffic controllers later reported, ""we knew immediately that a very strange situation existed."" Other controllers claimed they saw a hovering ""bright light"" in the sky, which departed with incredible speed. Washington National Controllers called nearby Andrews Air Force base to find out if they saw the same thing. Although Andrews reported they had no unusual objects on radar, Airman William Brady, who was in the tower, reported seeing an ""object which appeared to be like an orange ball of fire, trailing a tail . . . [it was] unlike anything I had ever seen before."" Soon after, the pilot of a Capital Airlines passenger flight that had just departed Washington National was warned the tower detected several unknown objects were closing on his plane. The pilot claims he then observed six objects–which he described as ""white, tailless, fast-moving lights"" — over 14 minutes. ""Each sighting coincided with a [radar] pip we could see near his plane,"" a controller said later. ""When he reported that the light streaked off at a high speed, it disappeared from our scope."" ⁶
At 3 a.m., shortly before two United States Air Force F-94 Starfire jet fighters from New Castle Air Force Base in Delaware arrived over Washington, all of the objects vanished from the radar at National Airport. However, when the jets ran low on fuel and left, the objects returned, convincing the senior air-traffic controller that ""the UFOs were monitoring radio traffic and behaving accordingly."" The objects were last detected by radar at 5:30 a.m.
The New York Times reported ""Flying Objects Near Washington Spotted by Both Pilots and Radar "" three days later. ""The article cited an unnamed Air Force source who ""received reports of an eerie visitation by unidentified aerial objects–perhaps a new type of ""flying saucer""–over the vicinity of the nation's capital…"".
On July 26, a second sighting occurred over Washington, and the Air Force scrambled F-94 intercept jets to give chase, but the objects vanished. Two days later, the Washington Post ran a front-page article titled, ""'Saucer' Outran Jet, Pilot Reveals.""
At a crowded Pentagon press conference on July 29, prompted by the intense public interest in the sightings due to the newspaper reports, Air Force Chief of Intelligence Major General John Samford said the ""radar blips"" might be due to an atmospheric condition known as ""inversion."" An inversion is a layer of cool air between layers of warm air, which can, under certain circumstances, reflect radar rays.""
When the chief of the U.S. Air Force's Project Blue UAP investigation, Capt. Edward J. Ruppelt, checked the data of the Air Defense Command Weather Forecast Center, he ruled out inversion as an explanation. ""On each night that there was a sighting there was a temperature inversion,"" he later wrote. ""but it was never strong enough to affect the radar the way inversions normally do."" In addition, the second sighting was confirmed by some of his closest associates in the Project Blue Book, including a Navy electronics specialist assigned to the Air Force Directorate of Intelligence, who were in the airport control center. They ""all saw the radar targets and heard the radio conversations as jets tried to intercept the UFO's,"" he said.","SIGHTING"
"https://enigmalabs.io/library/ca2dbe16-51c6-4a89-91c6-007d6f85c011","https://static.enigmalabs.io/library/ca2dbe16-51c6-4a89-91c6-007d6f85c011/4166a9c4-08a4-443f-ac32-d21016386413.jpeg","about:blank","Arizona, March 13, 1997 (The Phoenix Lights)","According to witness testimony, the Phoenix Lights consists of two separate events spanning from 7:55 PM local time to around 10:30 pm local time, covering approximately 300 miles from the Nevada state line, through Phoenix, and finally to the edge of Tucson, Arizona.
The first report came in at about 7:55 pm MST, from a man who reported seeing a V-shaped object above Henderson, Nevada. That witness said it was about the ""size of a (Boeing) 747, ""that it sounded like ""rushing wind,"" and had six lights on its leading edge. Soon, other reports were coming in from Prescott valley residents, who said the object was definitely solid since it blocked out stars as it passed overhead. Then witnesses began reporting a series of lights in a “V” shape many described as a boomerang-shaped craft that flew at a low speed directly over homes across much of the Mesa and Phoenix skyline. At present, there is only one video that purports to show that event.
The second sighting, which occurred around 10 to 10:30 pm, involved a line of up to nine bright lights in the sky southwest of Phoenix that was recorded by a number of witnesses. This event boasts over 20,000 direct witnesses, as well as a number of videos, and is often touted as the largest single mass UFO sighting in history.
In the two and a half decades since the pair of events, a number of ideas and theories have emerged to explain them. In the first sighting, the large number of witnesses who claim to have seen a physical, boomerang-shaped craft has been countered by a lone amateur astronomer who says he saw the lights through his telescope and was able to confirm they were simply planes flying in a V formation and not a single craft.
The second event has been more closely scrutinized, with analysis of the various recordings of the events and testimony from the Air National Guard offering some support for these lights being flares that were dropped by military aircraft. This report was ultimately confirmed by the Air National Guard, even though they had initially denied having any planes in the sky that night.
Following both sightings and the outpouring of concern by local citizens, then Arizona Governor Fife Symington held a press conference where his chief of staff came out in an alien costume and handcuffs. At the time, Symington said this was an effort to calm the frenzy that was building around the pair of sightings. Years later, Symington said he regretted the press conference, while also admitting that he was a witness to the V-shaped lights.
Symington’s initial cavalier approach to the concerns of local citizens was in notable contrast to local Phoenix councilwoman Frances Emma Barwood and even Arizona Senator John McCain, both of whom asked for a formal investigation into the mysterious lights. In numerous interviews, Barwood says that like Symington, her office was also flooded with calls by concerned citizens, leading her to demand the Air Force investigate the sightings.
Also notable, the lights were reported to the local FAA by a “general aviation pilot” who called from his private airplane just before landing to report the lights and see if the airport had anything on their radar. According to that witness, the radar operators said they did not have anything on their scopes. In 2017, actor Kurt Russel came forward as that general aviation pilot, explaining in a live television appearance that he had been arriving in Phoenix with his then 10-year-old son Oliver and that he was the pilot who called them into the FAA.","SIGHTING"
"https://enigmalabs.io/library/c5385cb4-c51e-44c6-a6d4-353758563ecb","https://static.enigmalabs.io/library/c5385cb4-c51e-44c6-a6d4-353758563ecb/1b397436-8f0a-4335-b9c4-c095d0519285.png","about:blank","Aguadilla, Puerto Rico, April 25, 2013","At around 9.20 pm on April 25, 2013 an object of unknown origin approached from the Atlantic Ocean (from the north) before traveling directly over the Rafael Hernandez Airport runway in Aguadilla, Puerto Rico, delaying the departure of a commercial aircraft. The UAP then re-crossed the airport’s runway on its way out to sea, again heading north.
There was no squawking transponder signal to alert the airport tower, nor was there any communication with the tower to prevent danger to arriving and departing aircraft from the airport. The pilot of an airborne U.S. Customs and Border Protection (CBP) aircraft claimed to have seen a pinkish to reddish light over the ocean, northwest of the airport, through his left window. According to the pilot, the light was moving towards the airport and he believed it to be higher than his own aircraft, which was around 1600 to 2100 feet.
The pilot confirmed visual contact with tower personnel, who also confirmed visual contact. As the object approached the shore, its light “went out.” At that moment, the pilot requested monitoring of the craft with the on-board surveillance equipment. The aircraft’s on-board radar equipment did not detect the object, according to the pilot, but its thermal imaging equipment (FLIR) did. Whilst being seen through the thermal imaging equipment, the pilot did not have visual contact with the UAP. The pilot also confirmed that no attempt was made to intercept the UAP, nor did the object seem to react to the CBP aircraft.
Another witness, whose identity is not known, claimed that the UAP caused the delay of commercial aircraft from the airport. This witness also said that the thermal infrared video showing the UAP was widespread within a CBP office. Furthermore, the witness said that United States Air Force (USAF) Intelligence was contacted and provided with a copy of the video. USAF Intelligence, according to the witness, offered no explanation for the UAP and recommended other agencies to contact, whose identities are not known. In the 3 minute 54 second FLIR video, a small object can be seen moving above the ocean and land. Although filmed at night, the object appears to maneuver through residential areas and trees and enters the Atlantic Ocean (without slowing down) before splitting into two separate objects.
An investigation by the Scientific Coalition for UAP Studies (SCU) concluded the UAP to be of unknown origin, adding that ‘there is no explanation for an object capable of traveling under water at over 90 mph with minimal impact as it enters the water, through the air at 120 mph at low altitude through a residential area without navigational lights, and finally to be capable of splitting into two separate objects.","SIGHTING"
"https://enigmalabs.io/library/b75a0b86-17dd-4223-ad61-ee94eed4f609","https://static.enigmalabs.io/library/b75a0b86-17dd-4223-ad61-ee94eed4f609/4070713c-9b6e-4c02-a970-567c435ab399.png","about:blank","Foo Fighters, UAP During WWII","The term “Foo Fighter” was used by Allied aircraft pilots during World War II to describe a variety of UAPs over both the European and Pacific skies in areas of operations. Originally, the term Foo Fighter described a type of UAP that was reported and named by the U.S. 415th Night Fighter Squadron, but the term became a  commonly used nickname for any UAP sighting  during that era, and reports from November 1944 onwards presumed the UAPs to be secret weapons employed by the enemy.","SIGHTING"
